Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission
Austria,all_energy_types,2000,1.3576428223216257,0.5655109670949436,350.4684,8013.915,0.16941068408157883,3.873795247507694,62.034951581
Austria,coal,2000,0.0971555445718327,0.0171654215434222,350.4684,8013.915,0.012123356009120723,3.873795247507694,11.618278592560351
Austria,natural_gas,2000,0.27259959272,0.064062292875,350.4684,8013.915,0.03401578288763982,3.873795247507694,15.973941988
Austria,petroleum_n_other_liquids,2000,0.524199032961948,0.0434259789565214,350.4684,8013.915,0.06541110468004065,3.873795247507694,34.442731
Azerbaijan,all_energy_types,2000,0.5074185432978657,0.8365620601021408,32.8859,8122.74,0.06246888898301137,15.429668742466095,35.781064726
Azerbaijan,coal,2000,0.0001191800404917,0.0,32.8859,8122.74,1.4672393858685615e-05,15.429668742466095,0.0105053019577268
Azerbaijan,natural_gas,2000,0.2092773963,0.2092773963,32.8859,8122.74,0.025764384468787625,15.429668742466095,11.770559424
Azerbaijan,petroleum_n_other_liquids,2000,0.280745583957374,0.6117893448021409,32.8859,8122.74,0.03456291644905216,15.429668742466095,24.0
Bahrain,all_energy_types,2000,0.38174031057,0.4149069048551162,31.1057,630.513,0.6054439965076057,12.272358782152468,20.298400792
Bahrain,coal,2000,0.0,0.0,31.1057,630.513,0.0,12.272358782152468,0.0
Bahrain,natural_gas,2000,0.31687407885,0.31687407885,31.1057,630.513,0.5025654964290982,12.272358782152468,16.498400792
Bahrain,petroleum_n_other_liquids,2000,0.06486623172,0.0980328260051162,31.1057,630.513,0.1028785000785075,12.272358782152468,3.8
Bangladesh,all_energy_types,2000,0.5105086785667823,0.350521732,254.718,127658.0,0.003999033970192093,2.0042112397505565,28.447993477
Bangladesh,coal,2000,0.0213108188927063,0.0,254.718,127658.0,0.00016693680688015087,2.0042112397505565,1.8471389772746103
Bangladesh,natural_gas,2000,0.3353618345,0.3353618345,254.718,127658.0,0.002627033436995723,2.0042112397505565,16.6008545
Bangladesh,petroleum_n_other_liquids,2000,0.1442725876740759,0.00559646,254.718,127658.0,0.0011301492086205006,2.0042112397505565,10.0
Barbados,all_energy_types,2000,0.0237669917340847,0.0046871450372093,4.15026,271.511,0.08753601781911119,5.726627183377596,1.592202715
Barbados,coal,2000,0.0,0.0,4.15026,271.511,0.0,5.726627183377596,0.0
Barbados,natural_gas,2000,0.0014017961999999,0.0014017961999999,4.15026,271.511,0.005162944411091631,5.726627183377596,0.092202715
Barbados,petroleum_n_other_liquids,2000,0.0223651955340847,0.0032853488372093,4.15026,271.511,0.08237307340801919,5.726627183377596,1.5
Belarus,all_energy_types,2000,1.0908746833221168,0.0872632689434658,78.9782,9871.63,0.11050603429444955,13.81235180495525,57.936241222
Belarus,coal,2000,0.0100499938447142,0.0,78.9782,9871.63,0.001018068327592728,13.81235180495525,1.4968163879026162
Belarus,natural_gas,2000,0.717821059655,0.007360952655,78.9782,9871.63,0.0727155555521226,13.81235180495525,33.439424834
Belarus,petroleum_n_other_liquids,2000,0.335808246283424,0.0796268892884658,78.9782,9871.63,0.03401750737045695,13.81235180495525,23.0
Belgium,all_energy_types,2000,2.7029245147401046,0.492187304739,412.142,10254.28,0.26358988780685766,6.558236032095988,136.008744994
Belgium,coal,2000,0.2834293354607642,0.0,412.142,10254.28,0.027640101056413926,6.558236032095988,27.43085765820405
Belgium,natural_gas,2000,0.589845079425,6.067117e-05,412.142,10254.28,0.057521842530631105,6.558236032095988,31.137570336
Belgium,petroleum_n_other_liquids,2000,1.298991624928926,0.0,412.142,10254.28,0.12667799445001754,6.558236032095988,77.440317
Belize,all_energy_types,2000,0.0082354021689,0.00112445623,1.59118,247.31,0.03329991576927742,5.175657165688357,0.4
Belize,coal,2000,0.0,0.0,1.59118,247.31,0.0,5.175657165688357,0.0
Belize,natural_gas,2000,0.0,0.0,1.59118,247.31,0.0,5.175657165688357,0.0
Belize,petroleum_n_other_liquids,2000,0.0071109459389,0.0,1.59118,247.31,0.028753167841575347,5.175657165688357,0.4
Benin,all_energy_types,2000,0.0234236918499999,0.0015715219999999,16.6737,6865.95,0.00341157332197291,1.4048286732998672,1.3
Benin,coal,2000,0.0,0.0,16.6737,6865.95,0.0,1.4048286732998672,0.0
Benin,natural_gas,2000,0.0,0.0,16.6737,6865.95,0.0,1.4048286732998672,0.0
Benin,petroleum_n_other_liquids,2000,0.0221408498499999,0.0015511199999999,16.6737,6865.95,0.0032247321710760935,1.4048286732998672,1.3
Bermuda,all_energy_types,2000,0.0082317802999999,0.0,5.52893,65.017,0.12660966055031606,1.4888559450020151,0.5
Bermuda,coal,2000,0.0,0.0,5.52893,65.017,0.0,1.4888559450020151,0.0
Bermuda,natural_gas,2000,0.0,0.0,5.52893,65.017,0.0,1.4888559450020151,0.0
Bermuda,petroleum_n_other_liquids,2000,0.0082317802999999,0.0,5.52893,65.017,0.12660966055031606,1.4888559450020151,0.5
Bhutan,all_energy_types,2000,0.0169689597132094,0.0195565717191964,2.15502,591.014,0.028711603639185197,7.874154167111882,0.198763745
Bhutan,coal,2000,0.0012066482932094,0.0012763797191964,2.15502,591.014,0.002041657715738375,7.874154167111882,0.098763744502968
Bhutan,natural_gas,2000,0.0,0.0,2.15502,591.014,0.0,7.874154167111882,0.0
Bhutan,petroleum_n_other_liquids,2000,0.00218385542,0.0,2.15502,591.014,0.0036950993039081984,7.874154167111882,0.1
Bolivia,all_energy_types,2000,0.1487269500178822,0.2161878826,40.7328,8418.27,0.01766716320786601,3.65128225945386,8.0622599
Bolivia,coal,2000,0.0,0.0,40.7328,8418.27,0.0,3.65128225945386,4.864029451204624e-05
Bolivia,natural_gas,2000,0.0464992605,0.122521861,40.7328,8418.27,0.005523612393045127,3.65128225945386,1.76221126
Bolivia,petroleum_n_other_liquids,2000,0.0816987761656701,0.0731926146,40.7328,8418.27,0.009704936544642793,3.65128225945386,6.3
Bosnia and Herzegovina,all_energy_types,2000,0.2206762595271013,0.1593032232361105,26.5349,3751.18,0.05882849117533717,8.316453407666936,12.817986591
Bosnia and Herzegovina,coal,2000,0.1135058757671013,0.1078595802361105,26.5349,3751.18,0.03025871212981017,8.316453407666936,10.046245267652989
Bosnia and Herzegovina,natural_gas,2000,0.010509744,0.0,26.5349,3751.18,0.0028017167931157663,8.316453407666936,0.371741323
Bosnia and Herzegovina,petroleum_n_other_liquids,2000,0.04852322476,0.0,26.5349,3751.18,0.012935456245767998,8.316453407666936,2.4
Botswana,all_energy_types,2000,0.0489607880894282,0.0209334886770344,16.81807,1643.335,0.02979355279929424,2.9112013500614657,2.798868952
Botswana,coal,2000,0.0208539599694282,0.0209334886770344,16.81807,1643.335,0.012690023622346143,2.9112013500614657,1.4988689516630798
Botswana,natural_gas,2000,0.0,0.0,16.81807,1643.335,0.0,2.9112013500614657,0.0
Botswana,petroleum_n_other_liquids,2000,0.02474259612,0.0,16.81807,1643.335,0.015056331253213739,2.9112013500614657,1.3
Brazil,all_energy_types,2000,8.476070842965326,6.621392962913217,1980.851,175090.0,0.04840979406571093,4.279004752485334,341.813329688
Brazil,coal,2000,0.5083484249177446,0.1084406276318949,1980.851,175090.0,0.0029033549883930813,4.279004752485334,49.06919772661951
Brazil,natural_gas,2000,0.346708544,0.267744204,1980.851,175090.0,0.0019801733051573477,4.279004752485334,12.744131961
Brazil,petroleum_n_other_liquids,2000,4.224422877199999,2.800932043321322,1980.851,175090.0,0.02412715104917471,4.279004752485334,280.0
British Virgin Islands,all_energy_types,2000,0.0014927348304657,0.0,1.24535,20.313,0.07348667505861764,1.198646830582369,0.06036
British Virgin Islands,coal,2000,0.0,0.0,1.24535,20.313,0.0,1.198646830582369,0.0
British Virgin Islands,natural_gas,2000,0.0,0.0,1.24535,20.313,0.0,1.198646830582369,0.0
British Virgin Islands,petroleum_n_other_liquids,2000,0.0014927348304657,0.0,1.24535,20.313,0.07348667505861764,1.198646830582369,0.06036
Brunei,all_energy_types,2000,0.06709578256714,0.8162510166616807,22.7777,333.166,0.2013884447006597,2.94567856136221,3.6402303
Brunei,coal,2000,0.0,0.0,22.7777,333.166,0.0,2.94567856136221,0.0
Brunei,natural_gas,2000,0.0406722855,0.36568082145,22.7777,333.166,0.12207813972614252,2.94567856136221,2.0402303
Brunei,petroleum_n_other_liquids,2000,0.02642349706714,0.4505701952116806,22.7777,333.166,0.0793103049745172,2.94567856136221,1.6
Bulgaria,all_energy_types,2000,0.7560838899332372,0.4042457874198319,78.8745,8164.995,0.09260065559540909,9.585910401121238,43.349014415
Bulgaria,coal,2000,0.2517071064764829,0.1845136574864986,78.8745,8164.995,0.03082758856269758,9.585910401121238,24.05360134589096
Bulgaria,natural_gas,2000,0.1133731571,0.0006935866,78.8745,8164.995,0.01388526962968134,9.585910401121238,6.295413069
Bulgaria,petroleum_n_other_liquids,2000,0.1844742856177219,0.0018310683333333,78.8745,8164.995,0.02259331274761612,9.585910401121238,13.0
Burkina Faso,all_energy_types,2000,0.0145327010429999,0.000989497,13.3966,11608.0,0.001251955637749819,1.084805177657017,1.1
Burkina Faso,coal,2000,0.0,0.0,13.3966,11608.0,0.0,1.084805177657017,0.0
Burkina Faso,natural_gas,2000,0.0,0.0,13.3966,11608.0,0.0,1.084805177657017,0.0
Burkina Faso,petroleum_n_other_liquids,2000,0.0135432040429999,0.0,13.3966,11608.0,0.001166712960286001,1.084805177657017,1.1
Burma,all_energy_types,2000,0.1639502142595242,0.1658949550919225,55.5942,46719.7,0.003509230886746366,2.949052495755388,8.68179232
Burma,coal,2000,0.0045419129097403,0.0122819017839224,55.5942,46719.7,9.721622591198789e-05,2.949052495755388,0.3514047682016501
Burma,natural_gas,2000,0.0587231946,0.1076591901,55.5942,46719.7,0.0012569257636500235,2.949052495755388,2.730387552
Burma,petroleum_n_other_liquids,2000,0.0815560583992799,0.026847390208,55.5942,46719.7,0.0017456460208280429,2.949052495755388,5.6
Burundi,all_energy_types,2000,0.0056380392599999,0.000999698,5.14591,6378.87,0.0008838617592143907,1.0956350305388158,0.4
Burundi,coal,2000,0.0,0.0,5.14591,6378.87,0.0,1.0956350305388158,0.0
Burundi,natural_gas,2000,0.0,0.0,5.14591,6378.87,0.0,1.0956350305388158,0.0
Burundi,petroleum_n_other_liquids,2000,0.0045359812599999,0.0,5.14591,6378.87,0.0007110947957866988,1.0956350305388158,0.4
Cabo Verde,all_energy_types,2000,0.0046619805599999,8.1608e-05,1.75899,428.178,0.010887949777895875,2.650373543908719,0.1
Cabo Verde,coal,2000,0.0,0.0,1.75899,428.178,0.0,2.650373543908719,0.0
Cabo Verde,natural_gas,2000,0.0,0.0,1.75899,428.178,0.0,2.650373543908719,0.0
Cabo Verde,petroleum_n_other_liquids,2000,0.0045803725599999,0.0,1.75899,428.178,0.010697356146275379,2.650373543908719,0.1
Cambodia,all_energy_types,2000,0.0305773808511243,0.000479447,17.3354,12155.2,0.0025155802332437393,1.7638693569876889,2.1
Cambodia,coal,2000,5.545241124365192e-06,0.0,17.3354,12155.2,4.562031989901599e-07,1.7638693569876889,0.0
Cambodia,natural_gas,2000,0.0,0.0,17.3354,12155.2,0.0,1.7638693569876889,0.0
Cambodia,petroleum_n_other_liquids,2000,0.03009238861,0.0,17.3354,12155.2,0.0024756802528958797,1.7638693569876889,2.1
Cameroon,all_energy_types,2000,0.081133769883804,0.2194205231347692,40.227,15513.9,0.005229746864670005,2.0168983489647254,3.2
Cameroon,coal,2000,0.0,0.0,40.227,15513.9,0.0,2.0168983489647254,0.0
Cameroon,natural_gas,2000,0.0,0.0,40.227,15513.9,0.0,2.0168983489647254,0.0
Cameroon,petroleum_n_other_liquids,2000,0.046368761883804,0.1846555151347692,40.227,15513.9,0.0029888526987929534,2.0168983489647254,3.2
Canada,all_energy_types,2000,12.526877175235876,17.777818021842716,1192.325,30685.75,0.40823109017168807,10.50626060447938,508.913614317
Canada,coal,2000,1.176038247134103,1.463978364893227,1192.325,30685.75,0.03832522415564564,10.50626060447938,103.9516896125316
Canada,natural_gas,2000,3.0511842165,6.59910216,1192.325,30685.75,0.09943326190495588,10.50626060447938,168.668041252
Canada,petroleum_n_other_liquids,2000,3.9256191815808,5.222668073269488,1192.325,30685.75,0.12792971270315373,10.50626060447938,236.293883452
Cayman Islands,all_energy_types,2000,0.0071067752299999,0.0,2.77128,42.305,0.16798901382815035,2.564437815738573,0.3
Cayman Islands,coal,2000,0.0,0.0,2.77128,42.305,0.0,2.564437815738573,0.0
Cayman Islands,natural_gas,2000,0.0,0.0,2.77128,42.305,0.0,2.564437815738573,0.0
Cayman Islands,petroleum_n_other_liquids,2000,0.0071067752299999,0.0,2.77128,42.305,0.16798901382815035,2.564437815738573,0.3
Central African Republic,all_energy_types,2000,0.0049347450999999,0.000846683,4.1335,3640.42,0.0013555427945126934,1.1938418047659365,0.3
Central African Republic,coal,2000,0.0,0.0,4.1335,3640.42,0.0,1.1938418047659365,0.0
Central African Republic,natural_gas,2000,0.0,0.0,4.1335,3640.42,0.0,1.1938418047659365,0.0
Central African Republic,petroleum_n_other_liquids,2000,0.0040880620999999,0.0,4.1335,3640.42,0.0011229644106998367,1.1938418047659365,0.3
Chad,all_energy_types,2000,0.00352171462,0.0,8.03948,8355.65,0.000421477038889853,0.4380525382238652,0.2
Chad,coal,2000,0.0,0.0,8.03948,8355.65,0.0,0.4380525382238652,0.0
Chad,natural_gas,2000,0.0,0.0,8.03948,8355.65,0.0,0.4380525382238652,0.0
Chad,petroleum_n_other_liquids,2000,0.00352171462,0.0,8.03948,8355.65,0.000421477038889853,0.4380525382238652,0.2
Chile,all_energy_types,2000,0.982954796266697,0.2782435791775148,222.5523,15289.98,0.06428751353937004,4.41673618410907,55.77806557
Chile,coal,2000,0.0939070154701052,0.0063957608775147,222.5523,15289.98,0.0061417356641477105,4.41673618410907,11.555868814420265
Chile,natural_gas,2000,0.1931907075,0.042272055,222.5523,15289.98,0.012635118391260159,4.41673618410907,9.030278756
Chile,petroleum_n_other_liquids,2000,0.483083899097364,0.0205164693000001,222.5523,15289.98,0.03159480255025605,4.41673618410907,35.191918
China,all_energy_types,2000,42.466836828927576,41.26159736288968,4487.852,1291648.0,0.03287802623387144,9.46261971850399,3248.272869507
China,coal,2000,29.86845965917541,30.82750790210035,4487.852,1291648.0,0.023124302951868785,9.46261971850399,2628.038406092094
China,natural_gas,2000,0.9429754796,1.00563876875,4487.852,1291648.0,0.0007300560830814588,9.46261971850399,48.234463415
China,petroleum_n_other_liquids,2000,9.652490692374,6.990412324287332,4487.852,1291648.0,0.0074730040168637275,9.46261971850399,572.0
Colombia,all_energy_types,2000,1.1809759422938648,3.008760631164222,338.493,39630.0,0.029800049010695554,3.48892279099971,49.087333481
Colombia,coal,2000,0.1091701721225658,0.9659486974678704,338.493,39630.0,0.0027547356074328995,3.48892279099971,9.950440299214716
Colombia,natural_gas,2000,0.1870035195,0.1870035195,338.493,39630.0,0.004718736298258894,3.48892279099971,9.016638247
Colombia,petroleum_n_other_liquids,2000,0.5624452326555887,1.5267751591963514,338.493,39630.0,0.014192410614574533,3.48892279099971,30.120254934317277
Comoros,all_energy_types,2000,0.00149579639,2.0402e-05,1.40736,542.358,0.002757950265322905,1.0628384990336517,0.08661
Comoros,coal,2000,0.0,0.0,1.40736,542.358,0.0,1.0628384990336517,0.0
Comoros,natural_gas,2000,0.0,0.0,1.40736,542.358,0.0,1.0628384990336517,0.0
Comoros,petroleum_n_other_liquids,2000,0.0014753943899999,0.0,1.40736,542.358,0.0027203330457002575,1.0628384990336517,0.08661
Congo-Brazzaville,all_energy_types,2000,0.013126511671128,0.614625853814814,11.72,3127.42,0.004197233397218154,1.120009528253243,0.6
Congo-Brazzaville,coal,2000,0.0,0.0,11.72,3127.42,0.0,1.120009528253243,0.0
Congo-Brazzaville,natural_gas,2000,0.0,0.0,11.72,3127.42,0.0,1.120009528253243,0.0
Congo-Brazzaville,petroleum_n_other_liquids,2000,0.009260699671128,0.6116471618148142,11.72,3127.42,0.0029611307950732552,1.120009528253243,0.6
Congo-Kinshasa,all_energy_types,2000,0.07278066004,0.1165270723333329,30.0923,47105.8,0.0015450466829986965,2.4185808342998043,2.5
Congo-Kinshasa,coal,2000,0.0,0.0,30.0923,47105.8,0.0,2.4185808342998043,0.0
Congo-Kinshasa,natural_gas,2000,0.0,0.0,30.0923,47105.8,0.0,2.4185808342998043,0.0
Congo-Kinshasa,petroleum_n_other_liquids,2000,0.01638003304,0.0559433333333329,30.0923,47105.8,0.0003477285820429755,2.4185808342998043,2.5
Costa Rica,all_energy_types,2000,0.1452704701370948,0.069295393,44.6619,3962.37,0.03666252019298925,3.252671071698581,5.509769834
Costa Rica,coal,2000,2.2369076000860808e-08,0.0,44.6619,3962.37,5.645377892741165e-09,3.252671071698581,0.0006499223425921
Costa Rica,natural_gas,2000,0.0,0.0,44.6619,3962.37,0.0,3.252671071698581,0.0
Costa Rica,petroleum_n_other_liquids,2000,0.0775900682437841,0.0,44.6619,3962.37,0.01958173220668037,3.252671071698581,5.509119911383112
Croatia,all_energy_types,2000,0.3680245355124498,0.1817317731259997,75.9835,4371.28,0.08419148064467383,4.843479643770684,20.019978837
Croatia,coal,2000,0.0161083147568371,0.0,75.9835,4371.28,0.0036850338474856566,4.843479643770684,0.8016974915587848
Croatia,natural_gas,2000,0.10242020985,0.0613781763,75.9835,4371.28,0.023430256092037114,4.843479643770684,5.218281345
Croatia,petroleum_n_other_liquids,2000,0.176278193157286,0.0612388018259997,75.9835,4371.28,0.04032644743811561,4.843479643770684,14.0
Cuba,all_energy_types,2000,0.3745495562934543,0.1316879038999997,74.7815,11126.4,0.03366313958634008,5.008585763771177,33.108387109
Cuba,coal,2000,0.0005557050326103,0.0,74.7815,11126.4,4.9944728987839726e-05,5.008585763771177,0.1275071569797735
Cuba,natural_gas,2000,0.022184883,0.022184883,74.7815,11126.4,0.0019938958692838652,5.008585763771177,0.980879952
Cuba,petroleum_n_other_liquids,2000,0.3407370833612738,0.0975299039999997,74.7815,11126.4,0.03062419860523384,5.008585763771177,32.0
Cyprus,all_energy_types,2000,0.1100721333777602,0.0,21.1187,697.549,0.15779842473827674,5.212069558152737,7.836872348
Cyprus,coal,2000,0.000346114772372,0.0,21.1187,697.549,0.0004961870382897833,5.212069558152737,0.0368723482497678
Cyprus,natural_gas,2000,0.0,0.0,21.1187,697.549,0.0,5.212069558152737,0.0
Cyprus,petroleum_n_other_liquids,2000,0.1097260186053881,0.0,21.1187,697.549,0.1573022376999868,5.212069558152737,7.8
Czech Republic,all_energy_types,2000,1.6692415799821134,1.257707576624782,240.1994,10249.3,0.16286395948817123,6.949399457209775,105.820421345
Czech Republic,coal,2000,0.8604801124349656,1.06780497225152,240.1994,10249.3,0.08395501277501542,6.949399457209775,67.17650714800521
Czech Republic,natural_gas,2000,0.33040954142,0.007463295525,240.1994,10249.3,0.0322372787819656,6.949399457209775,18.065680197
Czech Republic,petroleum_n_other_liquids,2000,0.349996387336074,0.0083316463442623,240.1994,10249.3,0.03414832108886207,6.949399457209775,20.578234
Côte d’Ivoire,all_energy_types,2000,0.1254261902475119,0.0925514500541893,70.9764,16454.7,0.007622514554960704,1.7671534516756553,7.028758271
Côte d’Ivoire,coal,2000,0.0,0.0,70.9764,16454.7,0.0,1.7671534516756553,0.0
Côte d’Ivoire,natural_gas,2000,0.04991598675,0.04991598675,70.9764,16454.7,0.0030335397637149264,1.7671534516756553,2.628758271
Côte d’Ivoire,petroleum_n_other_liquids,2000,0.0619233134975119,0.0248245173041893,70.9764,16454.7,0.0037632599498934587,1.7671534516756553,4.4
Denmark,all_energy_types,2000,0.8656296407283494,1.1448972952499956,242.1775,5342.015,0.16204178399505606,3.574360296593818,57.432123634
Denmark,coal,2000,0.1539227235569377,0.0,242.1775,5342.015,0.028813607516440465,3.574360296593818,17.176810693618798
Denmark,natural_gas,2000,0.20642500375,0.32827587975,242.1775,5342.015,0.03864178661984288,3.574360296593818,10.72290094
Denmark,petroleum_n_other_liquids,2000,0.439130706147078,0.7541096874999955,242.1775,5342.015,0.08220319601256791,3.574360296593818,29.532412
Djibouti,all_energy_types,2000,0.01205765143,0.0,2.30836,717.577,0.016803285821591272,5.223470962068308,1.8
Djibouti,coal,2000,0.0,0.0,2.30836,717.577,0.0,5.223470962068308,0.0
Djibouti,natural_gas,2000,0.0,0.0,2.30836,717.577,0.0,5.223470962068308,0.0
Djibouti,petroleum_n_other_liquids,2000,0.01205765143,0.0,2.30836,717.577,0.016803285821591272,5.223470962068308,1.8
Dominica,all_energy_types,2000,0.0018059825699999,0.000326432,0.628162,69.65,0.02592939798994831,2.875026776532167,0.0843
Dominica,coal,2000,0.0,0.0,0.628162,69.65,0.0,2.875026776532167,0.0
Dominica,natural_gas,2000,0.0,0.0,0.628162,69.65,0.0,2.875026776532167,0.0
Dominica,petroleum_n_other_liquids,2000,0.0014795505699999,0.0,0.628162,69.65,0.021242649964104805,2.875026776532167,0.0843
Dominican Republic,all_energy_types,2000,0.2937870759485447,0.008079192,73.9542,8471.32,0.03468020048216154,3.9725543099451377,14.117588719
Dominican Republic,coal,2000,0.0021711810562174,0.0,73.9542,8471.32,0.00025629784451743054,3.9725543099451377,0.1175887190480411
Dominican Republic,natural_gas,2000,0.0,0.0,73.9542,8471.32,0.0,3.9725543099451377,0.0
Dominican Republic,petroleum_n_other_liquids,2000,0.2834727373879199,0.0,73.9542,8471.32,0.0334626406968359,3.9725543099451377,14.0
Ecuador,all_energy_types,2000,0.3691127204217344,0.9536080478064634,96.3983,12681.1,0.029107310913227904,3.829037653379099,18.246097522
Ecuador,coal,2000,2.8166167528564955e-05,0.0,96.3983,12681.1,2.2211139040434154e-06,3.829037653379099,0.0025170180941511
Ecuador,natural_gas,2000,0.00642733,0.00642733,96.3983,12681.1,0.0005068432549226803,3.829037653379099,0.243580504
Ecuador,petroleum_n_other_liquids,2000,0.2857448512542058,0.8703365848064634,96.3983,12681.1,0.02253312813984637,3.829037653379099,18.0
Egypt,all_energy_types,2000,2.0055523216912787,2.5495759133260965,583.14,68831.6,0.02913708706017699,3.43922955326556,116.432061829
Egypt,coal,2000,0.0427053076504778,0.0012094132072227,583.14,68831.6,0.0006204317152365745,3.43922955326556,2.6530440381132294
